Time period,Time identifier,Geographic level,Country name,Country code,Region name,Region code,LA name,LA code (old),LA code (new),School phase,School Name,School LA Estab ID,URN,Total Revenue Balance (£),B01 Committed revenue balance (£),B02 Uncommitted revenue balance (£),B06 Community focussed extended school revenue balance (£),Total revenue balance as a % of total income
201819,Financial year,School,England,E92000001,North East,E12000001,Hartlepool,805,E06000001,Primary,St Helen's Primary School,8052211,111605,284699.1,284699.1,0,0,16.5
201819,Financial year,School,England,E92000001,North East,E12000001,Hartlepool,805,E06000001,Primary,Throston Primary School,8052236,111612,50498.41,50498.41,0,0,2.5
201819,Financial year,School,England,E92000001,North East,E12000001,Hartlepool,805,E06000001,Primary,Clavering Primary School,8052238,111614,334939.5,334939.5,0,0,18.8
201819,Financial year,School,England,E92000001,North East,E12000001,Hartlepool,805,E06000001,Primary,Barnard Grove Primary School,8052310,111617,114406.9,114406.9,0,0,6.5
201819,Financial year,School,England,E92000001,North East,E12000001,Hartlepool,805,E06000001,Primary,Rift House Primary School,8052341,111640,7508.29,7508.29,0,0,0.5
201819,Financial year,School,England,E92000001,North East,E12000001,Hartlepool,805,E06000001,Primary,Rossmere Primary School,8052342,111641,-100427.3,0,-79042.86,-21384.39,-4.8
201819,Financial year,School,England,E92000001,North East,E12000001,Hartlepool,805,E06000001,Primary,Grange Primary School,8052364,111661,85792.85,85792.85,0,0,3.8
201819,Financial year,School,England,E92000001,North East,E12000001,Hartlepool,805,E06000001,Primary,St Peter's Elwick Church of England Voluntary Aided Primary School,8053003,111670,0,0,0,0,0
201819,Financial year,School,England,E92000001,North East,E12000001,Hartlepool,805,E06000001,Primary,Greatham CofE Primary School,8053006,111673,94275.25,94275.25,0,0,14.2
201819,Financial year,School,England,E92000001,North East,E12000001,Hartlepool,805,E06000001,Primary,Sacred Heart RC Primary School,8053321,111691,114274.9,114274.9,0,0,5.7
201819,Financial year,School,England,E92000001,North East,E12000001,Hartlepool,805,E06000001,Primary,St Cuthbert's RC Primary School,8053322,111692,33061.56,33061.56,0,0,2.5
201819,Financial year,School,England,E92000001,North East,E12000001,Hartlepool,805,E06000001,Primary,St Joseph's RC Primary School,8053323,111693,108121.9,108121.9,0,0,13.1
201819,Financial year,School,England,E92000001,North East,E12000001,Hartlepool,805,E06000001,Primary,St Teresa's RC Primary School,8053324,111694,113662.3,113662.3,0,0,7.1
201819,Financial year,School,England,E92000001,North East,E12000001,Hartlepool,805,E06000001,Primary,St Bega's RC Primary School,8053328,111697,45858.07,45858.07,0,0,5
201819,Financial year,School,England,E92000001,North East,E12000001,Hartlepool,805,E06000001,Primary,St John Vianney RC Primary School,8053329,111698,79883.23,125487.4,0,-45604.14,4.6
201819,Financial year,School,England,E92000001,North East,E12000001,Hartlepool,805,E06000001,Secondary,St Hild's Church of England Voluntary Aided School,8054000,133293,-1711561,0,-1711561,0,-39.8
201819,Financial year,School,England,E92000001,North East,E12000001,Hartlepool,805,E06000001,Secondary,High Tunstall College of Science,8054133,111748,-4001.94,0,-4001.94,0,-0.1
201819,Financial year,School,England,E92000001,North East,E12000001,Hartlepool,805,E06000001,Special,Springwell School,8057027,111785,159488.7,159488.7,0,0,8.4
201819,Financial year,School,England,E92000001,North East,E12000001,Middlesbrough,806,E06000002,Primary,Abingdon Primary School,8062000,131519,166373.2,166373.2,0,0,5.8
201819,Financial year,School,England,E92000001,North East,E12000001,Middlesbrough,806,E06000002,Primary,Ayresome Primary School,8062001,133659,-48359.94,0,-48359.94,0,-1.6
201819,Financial year,School,England,E92000001,North East,E12000001,Middlesbrough,806,E06000002,Primary,Whinney Banks Primary School,8062002,134076,161059.8,161059.8,0,0,7
201819,Financial year,School,England,E92000001,North East,E12000001,Middlesbrough,806,E06000002,Primary,Linthorpe Community Primary School,8062003,134259,233637.9,233637.9,0,0,29.8
201819,Financial year,School,England,E92000001,North East,E12000001,Middlesbrough,806,E06000002,Primary,Beech Grove Primary School,8062120,111577,61723.44,61723.44,0,0,2.3
201819,Financial year,School,England,E92000001,North East,E12000001,Middlesbrough,806,E06000002,Primary,Newport Primary School,8062124,111580,241329.3,241329.3,0,0,12.3
201819,Financial year,School,England,E92000001,North East,E12000001,Middlesbrough,806,E06000002,Primary,Newham Bridge Primary School,8062138,111585,41953.06,41953.06,0,0,2.6
201819,Financial year,School,England,E92000001,North East,E12000001,Middlesbrough,806,E06000002,Primary,Acklam Whin Primary School,8062139,111586,181063.6,181063.6,0,0,9.4
201819,Financial year,School,England,E92000001,North East,E12000001,Middlesbrough,806,E06000002,Primary,Breckon Hill Primary School,8062141,111587,18149.74,18149.74,0,0,0.7
201819,Financial year,School,England,E92000001,North East,E12000001,Middlesbrough,806,E06000002,Primary,The Avenue Primary School,8062167,111595,61914.68,61914.68,0,0,12.4
201819,Financial year,School,England,E92000001,North East,E12000001,Middlesbrough,806,E06000002,Primary,Lingfield Primary School,8062175,111596,34358.85,34358.85,0,0,8.6
201819,Financial year,School,England,E92000001,North East,E12000001,Middlesbrough,806,E06000002,Primary,Marton Manor Primary School,8062180,111597,91985.99,91985.99,0,0,21.9
201819,Financial year,School,England,E92000001,North East,E12000001,Middlesbrough,806,E06000002,Primary,Berwick Hills Primary School,8062326,111626,286185.9,286185.9,0,0,15.1
201819,Financial year,School,England,E92000001,North East,E12000001,Middlesbrough,806,E06000002,Primary,Park End Primary School,8062332,111632,448720.5,448720.5,0,0,14.4
201819,Financial year,School,England,E92000001,North East,E12000001,Middlesbrough,806,E06000002,Primary,Thorntree Primary School,8062333,111633,485183.5,485183.5,0,0,22.6
201819,Financial year,School,England,E92000001,North East,E12000001,Middlesbrough,806,E06000002,Primary,Captain Cook Primary School,8062370,130337,-8485.76,0,-8485.76,0,-1.2
201819,Financial year,School,England,E92000001,North East,E12000001,Middlesbrough,806,E06000002,Secondary,Acklam Grange School,8064136,111751,249657.2,249657.2,0,0,11
201819,Financial year,School,England,E92000001,North East,E12000001,Middlesbrough,806,E06000002,Special,Holmwood School,8067005,111775,330670.1,330670.1,0,0,17.9
201819,Financial year,School,England,E92000001,North East,E12000001,Redcar and Cleveland,807,E06000003,Pupil referral unit,Archway,8071100,111520,-91142.72,0,-91142.72,0,-5.2
201819,Financial year,School,England,E92000001,North East,E12000001,Redcar and Cleveland,807,E06000003,Primary,Highcliffe Primary School,8072000,131457,166432.3,166432.3,0,0,8.5
201819,Financial year,School,England,E92000001,North East,E12000001,Redcar and Cleveland,807,E06000003,Primary,Lingdale Primary School,8072016,111531,60806.92,60806.92,0,0,9.9
201819,Financial year,School,England,E92000001,North East,E12000001,Redcar and Cleveland,807,E06000003,Primary,Lockwood Primary School,8072018,111533,52407.36,52407.36,0,0,5
201819,Financial year,School,England,E92000001,North East,E12000001,Redcar and Cleveland,807,E06000003,Primary,Teesville Primary School,8072196,111602,62557.3,62557.3,0,0,3.9
201819,Financial year,School,England,E92000001,North East,E12000001,Redcar and Cleveland,807,E06000003,Primary,Bankfields Primary School,8072207,111604,132411.9,132411.9,0,0,8.1
201819,Financial year,School,England,E92000001,North East,E12000001,Redcar and Cleveland,807,E06000003,Primary,Wilton Primary School,8072233,111611,113098,113098,0,0,49.5
201819,Financial year,School,England,E92000001,North East,E12000001,Redcar and Cleveland,807,E06000003,Primary,Hummersea Primary School,8072311,111618,64325.05,64325.05,0,0,4.2
201819,Financial year,School,England,E92000001,North East,E12000001,Redcar and Cleveland,807,E06000003,Primary,Whale Hill Primary School,8072336,111635,116270.9,116270.9,0,0,4.1
201819,Financial year,School,England,E92000001,North East,E12000001,Redcar and Cleveland,807,E06000003,Primary,Newcomen Primary School,8072339,111638,84497.83,84497.83,0,0,5
201819,Financial year,School,England,E92000001,North East,E12000001,Redcar and Cleveland,807,E06000003,Primary,Grangetown Primary School,8072349,111647,394490.6,394490.6,0,0,22
201819,Financial year,School,England,E92000001,North East,E12000001,Redcar and Cleveland,807,E06000003,Primary,Errington Primary School,8072357,111655,-52989.67,0,-52989.67,0,-7.5
201819,Financial year,School,England,E92000001,North East,E12000001,Redcar and Cleveland,807,E06000003,Primary,Belmont Primary School,8072365,111662,110424,110424,0,0,7.2
201819,Financial year,School,England,E92000001,North East,E12000001,Redcar and Cleveland,807,E06000003,Primary,Saltburn Primary School,8072366,111663,157931.1,157931.1,0,0,8.5
201819,Financial year,School,England,E92000001,North East,E12000001,Redcar and Cleveland,807,E06000003,Primary,Caedmon Primary School,8073389,134096,79395.48,79395.48,0,0,4.5
201819,Financial year,School,England,E92000001,North East,E12000001,Redcar and Cleveland,807,E06000003,Primary,South Bank Community Primary School,8073394,134705,215709.3,215709.3,0,0,12.1
201819,Financial year,School,England,E92000001,North East,E12000001,Redcar and Cleveland,807,E06000003,Primary,Chaloner Primary School,8073396,131644,194767.9,194767.9,0,0,13.9
201819,Financial year,School,England,E92000001,North East,E12000001,Redcar and Cleveland,807,E06000003,Primary,Handale Primary School,8073397,131645,108369.5,108369.5,0,0,8.5
201819,Financial year,School,England,E92000001,North East,E12000001,Redcar and Cleveland,807,E06000003,Secondary,Laurence Jackson School,8074005,111724,64823.42,64823.42,0,0,0.9
201819,Financial year,School,England,E92000001,North East,E12000001,Redcar and Cleveland,807,E06000003,Secondary,Huntcliff School,8074007,111726,373565.2,373565.2,0,0,10.3
201819,Financial year,School,England,E92000001,North East,E12000001,Redcar and Cleveland,807,E06000003,Special,Kirkleatham Hall School,8077008,111777,398989.9,398989.9,0,0,11.4
201819,Financial year,School,England,E92000001,North East,E12000001,Redcar and Cleveland,807,E06000003,Special,Pathways Special School,8077031,128190,-17584.63,0,-17584.63,0,-1
201819,Financial year,School,England,E92000001,North East,E12000001,Stockton-on-Tees,808,E06000004,Pupil referral unit,Bishopton Centre,8081101,111521,-114311.6,0,-114311.6,0,-6.1
201819,Financial year,School,England,E92000001,North East,E12000001,Stockton-on-Tees,808,E06000004,Primary,Oakdene Primary School,8082000,131409,93861.89,10156,83705.89,0,5.9
201819,Financial year,School,England,E92000001,North East,E12000001,Stockton-on-Tees,808,E06000004,Primary,St Francis of Assisi CofE School,8082002,132810,50491.88,0,50491.88,0,3.3
201819,Financial year,School,England,E92000001,North East,E12000001,Stockton-on-Tees,808,E06000004,Primary,Myton Park Primary School,8082003,132808,114202.5,28485,85717.54,0,8.5
201819,Financial year,School,England,E92000001,North East,E12000001,Stockton-on-Tees,808,E06000004,Primary,High Clarence Primary School,8082004,111523,29713.58,11909,17804.58,0,4
201819,Financial year,School,England,E92000001,North East,E12000001,Stockton-on-Tees,808,E06000004,Primary,Billingham South Community Primary School,8082005,111524,174778,0,174778,0,7.6
201819,Financial year,School,England,E92000001,North East,E12000001,Stockton-on-Tees,808,E06000004,Primary,Wolviston Primary School,8082020,111534,0,0,0,0,0
201819,Financial year,School,England,E92000001,North East,E12000001,Stockton-on-Tees,808,E06000004,Primary,Preston Primary School,8082022,111535,84744.26,0,84744.26,0,6.8
201819,Financial year,School,England,E92000001,North East,E12000001,Stockton-on-Tees,808,E06000004,Primary,Mill Lane Primary School,8082030,111539,75044.41,1387,73657.41,0,4.8
201819,Financial year,School,England,E92000001,North East,E12000001,Stockton-on-Tees,808,E06000004,Primary,Bowesfield Primary School,8082032,111540,80878.87,56711,24167.87,0,5.1
201819,Financial year,School,England,E92000001,North East,E12000001,Stockton-on-Tees,808,E06000004,Primary,Hartburn Primary School,8082042,111543,0,0,0,0,0
201819,Financial year,School,England,E92000001,North East,E12000001,Stockton-on-Tees,808,E06000004,Primary,Whitehouse Primary School,8082056,111549,218390.1,31969,186421.1,0,10.2
201819,Financial year,School,England,E92000001,North East,E12000001,Stockton-on-Tees,808,E06000004,Primary,The Glebe Primary School,8082057,111550,135538.2,20775,114763.2,0,7.7
201819,Financial year,School,England,E92000001,North East,E12000001,Stockton-on-Tees,808,E06000004,Primary,The Village Primary,8082075,111559,0,0,0,0,0
201819,Financial year,School,England,E92000001,North East,E12000001,Stockton-on-Tees,808,E06000004,Primary,Durham Lane Primary School,8082080,111562,105223.4,63468,41755.44,0,12.6
201819,Financial year,School,England,E92000001,North East,E12000001,Stockton-on-Tees,808,E06000004,Primary,Kirklevington Primary School,8082085,111565,0,0,0,0,0
201819,Financial year,School,England,E92000001,North East,E12000001,Stockton-on-Tees,808,E06000004,Primary,Levendale Primary School,8082087,111566,63860.95,63860.95,0,0,7
201819,Financial year,School,England,E92000001,North East,E12000001,Stockton-on-Tees,808,E06000004,Primary,Bewley Primary School,8082088,136093,141479.1,7842,133637.1,0,7
201819,Financial year,School,England,E92000001,North East,E12000001,Stockton-on-Tees,808,E06000004,Primary,Layfield Primary School,8082324,111624,0,0,0,0,0
201819,Financial year,School,England,E92000001,North East,E12000001,Stockton-on-Tees,808,E06000004,Primary,Oxbridge Lane Primary School,8082345,111644,49565.96,0,49565.96,0,2.4
201819,Financial year,School,England,E92000001,North East,E12000001,Stockton-on-Tees,808,E06000004,Primary,Ingleby Mill Primary School,8082362,130256,163267.8,63268,99999.83,0,7.1
201819,Financial year,School,England,E92000001,North East,E12000001,Stockton-on-Tees,808,E06000004,Primary,Tilery Primary School,8082363,111660,97296.13,39554,57742.13,0,5.4
201819,Financial year,School,England,E92000001,North East,E12000001,Stockton-on-Tees,808,E06000004,Primary,Mandale Mill Primary School,8082371,130378,100889.9,31706,69183.9,0,5.2
201819,Financial year,School,England,E92000001,North East,E12000001,Stockton-on-Tees,808,E06000004,Primary,Prior's Mill Church of England Controlled Primary School Billingham,8083000,111667,61527.92,0,61527.92,0,2.7
201819,Financial year,School,England,E92000001,North East,E12000001,Stockton-on-Tees,808,E06000004,Primary,St John the Baptist Church of England Voluntary Controlled Primary School,8083001,111668,112876,0,112876,0,7
201819,Financial year,School,England,E92000001,North East,E12000001,Stockton-on-Tees,808,E06000004,Primary,Thornaby-on-Tees Church of England Voluntary Controlled Primary School,8083002,111669,137724.4,939,136785.4,0,8
201819,Financial year,School,England,E92000001,North East,E12000001,Stockton-on-Tees,808,E06000004,Primary,Our Lady of the Most Holy Rosary RC Primary School,8083303,111676,18495.14,18495.14,0,0,2.6
201819,Financial year,School,England,E92000001,North East,E12000001,Stockton-on-Tees,808,E06000004,Primary,St Cuthbert's RC Voluntary Aided Primary School,8083312,111683,98568.69,23317,75251.69,0,8.2
201819,Financial year,School,England,E92000001,North East,E12000001,Stockton-on-Tees,808,E06000004,Primary,St Joseph's Roman Catholic Voluntary Aided Primary School Norton,8083313,111684,53202.14,53202.14,0,0,4.4
201819,Financial year,School,England,E92000001,North East,E12000001,Stockton-on-Tees,808,E06000004,Primary,St Patrick's Roman Catholic Voluntary Aided Primary School,8083316,111687,210027.5,102162,107865.5,0,17.7
201819,Financial year,School,England,E92000001,North East,E12000001,Stockton-on-Tees,808,E06000004,Primary,St Mary's Church of England Aided Primary School Long Newton,8083383,111712,0,0,0,0,0
201819,Financial year,School,England,E92000001,North East,E12000001,Stockton-on-Tees,808,E06000004,Primary,William Cassidi Church of England Aided Primary School,8083392,111720,90135.17,27547,62588.17,0,11.2
201819,Financial year,School,England,E92000001,North East,E12000001,Stockton-on-Tees,808,E06000004,Primary,Fairfield Primary School,8083393,134621,116457.6,43040,73417.58,0,6
201819,Financial year,School,England,E92000001,North East,E12000001,Stockton-on-Tees,808,E06000004,Primary,Barley Fields Primary,8083394,134708,317051.7,0,317051.7,0,12.4
201819,Financial year,School,England,E92000001,North East,E12000001,Stockton-on-Tees,808,E06000004,Primary,Harewood Primary School,8083395,134853,153819.4,0,153819.4,0,6.3
201819,Financial year,School,England,E92000001,North East,E12000001,Stockton-on-Tees,808,E06000004,Primary,Holy Trinity Rosehill CofE Voluntary Aided Primary School,8083396,131251,20583.46,20583.46,0,0,1.2
201819,Financial year,School,England,E92000001,North East,E12000001,Stockton-on-Tees,808,E06000004,Primary,Roseberry Primary School,8083397,135126,131158.7,130000,1158.72,0,6.6
201819,Financial year,School,England,E92000001,North East,E12000001,Stockton-on-Tees,808,E06000004,Secondary,Northfield School and Sports College,8084102,111731,517329.2,214547,302782.2,0,6.3
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Nursery,Oxhill Nursery School,8401014,113970,87112.15,87112.15,0,0,11.1
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Nursery,Wingate Community Nursery School,8401016,113971,153162,153162,0,0,28.5
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Nursery,Aclet Close Nursery School,8401018,113972,9927.27,9927.27,0,0,2.9
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Nursery,Oxclose Nursery School,8401021,113973,79502.41,79502.41,0,0,18.2
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Nursery,Seaham Harbour Nursery School,8401023,113975,48011.09,48011.09,0,0,9.1
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Nursery,Etherley Lane Nursery School,8401024,113976,91628.81,91628.81,0,0,26.6
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Nursery,Langley Moor Nursery School,8401025,113977,40753.07,40753.07,0,0,11.4
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Nursery,Beechdale Nursery School,8401033,113985,52281.15,52281.15,0,0,10.8
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Nursery,Horden Nursery School,8401035,113986,114543.1,117043.1,0,-2500,21.2
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Nursery,Rosemary Lane Nursery School,8401038,113989,72057.62,72057.62,0,0,14
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Nursery,Tudhoe Moor Nursery School,8401040,113991,125075.5,129138.4,0,-4062.82,28.1
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Pupil referral unit,The Woodlands,8401100,113992,0,0,0,0,0
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Ropery Walk Primary School,8402000,113993,140544.2,140544.2,0,0,10.1
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Middlestone Moor Primary School,8402001,131886,140681,140681,0,0,10.4
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Chilton Primary School,8402002,131865,-21901.35,0,-21901.35,0,-10.1
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,North Park Primary School,8402003,132172,53677.2,53677.2,0,0,4.7
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Seascape Primary School,8402004,133701,93459.04,84968.97,0,8490.07,5
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Pelton Community Primary School,8402005,134078,133522.4,128396.7,0,5125.74,8.1
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Westlea Primary School,8402043,113998,171517.6,170881.8,0,635.89,11.6
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Edmondsley Primary School,8402105,114001,65925.16,65925.16,0,0,7.2
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Lumley Junior School,8402107,114002,73827.66,73827.66,0,0,8.9
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Lumley Infant and Nursery School,8402108,114003,22750.65,22750.65,0,0,2.6
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,West Pelton Primary School,8402114,114004,48420.12,48420.12,0,0,10.1
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Nettlesworth Primary School,8402116,114005,34079.47,23381.48,0,10697.99,6
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Red Rose Primary School,8402125,114008,140441.3,140441.3,0,0,11
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Woodlea Primary School,8402126,114009,140910,140910,0,0,13
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Cestria Primary School,8402133,114012,218766.5,218766.5,0,0,11.7
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Bournmoor Primary School,8402146,114018,70022.76,70022.76,0,0,10.3
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Cotherstone Primary School,8402185,114020,26261.08,26261.08,0,0,6.3
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Beamish Primary School,8402205,114021,102984.1,102457.1,0,527,17
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Collierley Primary School,8402208,114022,127096.4,127096.4,0,0,13.2
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Catchgate Primary School,8402210,114023,241618.6,638802.1,0,-397183.5,14.4
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Annfield Plain Junior School,8402212,114024,19300.71,19300.71,0,0,2.5
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Annfield Plain Infant School,8402213,114025,127203.3,127203.3,0,0,17.7
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,East Stanley School,8402217,114026,92178.5,92014.96,0,163.54,7.9
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Stanley Burnside Primary School,8402232,114033,198336.8,198336.8,0,0,16
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Bloemfontein Primary School,8402233,114034,-42152.45,0,-42152.45,0,-21.9
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Burnopfield Primary School,8402234,114035,67146.63,67146.63,0,0,3.9
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Shotley Bridge Primary School,8402257,114038,226468.7,223097.2,0,3371.5,13.4
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Leadgate Primary School - Split Site,8402259,114039,48058.09,47992.09,0,66,4.3
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Burnhope Primary School,8402261,114041,21590.21,19120.21,0,2470,3.5
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Castleside Primary School,8402266,114043,66261.18,66261.18,0,0,9.2
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,The Grove Primary School,8402269,114046,41875.84,63093.48,0,-21217.64,4.2
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Delves Lane Primary School,8402272,114047,112141.6,112141.6,0,0,6.7
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Moorside Primary School,8402276,114050,121120.5,120649.5,0,471,13.5
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Consett Junior School,8402277,114051,83214,83069.74,0,144.26,8.4
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Consett Infant School,8402278,114052,65355.83,65450.83,0,-95,7
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Hamsterley Primary School,8402301,114053,18104.06,18104.06,0,0,5.2
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Hunwick Primary School,8402302,114054,-59294.5,0,-59294.5,0,-6.9
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Tow Law Millennium Primary School,8402307,114055,13496.85,2256.32,0,11240.53,2.1
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Crook Primary School,8402308,114056,-8497.26,0,-8497.26,0,-0.4
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Peases West Primary School,8402311,114058,31485.49,31485.49,0,0,4.3
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Stanley (Crook) Primary School,8402313,114059,106956.2,106956.2,0,0,13.4
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Sunnybrow Primary School,8402316,114060,199186.5,199186.5,0,0,33.9
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Howden-le-Wear Primary School,8402318,114061,15729.68,15303.69,0,425.99,2.1
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Frosterley Primary School,8402319,114062,90485.95,76575.89,0,13910.06,21.1
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Rookhope Primary School,8402321,114063,87849.56,87849.56,0,0,35.2
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,St John's Chapel Primary School,8402322,114064,42049.79,42049.79,0,0,15.6
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Wearhead Primary School,8402324,114065,95134.87,95134.87,0,0,32.4
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Willington Primary School,8402326,114066,205670.7,205670.7,0,0,15.2
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Witton-le-Wear Primary School,8402328,114067,-11934.42,0,-11934.42,0,-2.2
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Wolsingham Primary School,8402329,114068,168412.4,163060.2,0,5352.23,17
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Oakley Cross Primary School and Nursery,8402330,114069,106052.7,106052.7,0,0,11.5
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Byers Green Primary School,8402351,114070,161791.1,161791.1,0,0,27.9
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Bluebell Meadow Primary School,8402357,114071,42478.31,42478.31,0,0,2.3
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Kirk Merrington Primary School,8402361,114074,59364.15,59364.15,0,0,8.5
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Cassop Primary School,8402362,114075,92035.67,85620.8,0,6414.87,11.8
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Ferryhill Station Primary School,8402368,114078,32102.41,32102.41,0,0,5.4
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,West Cornforth Primary School,8402370,114079,363771.9,365371.3,0,-1599.45,29.5
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Coxhoe Primary School,8402372,114080,55629.49,55629.49,0,0,4
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Kelloe Primary School,8402374,114081,16574.99,16574.99,0,0,2.3
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Dean Bank Primary and Nursery School,8402385,114086,153158,154258,0,-1100,13.5
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Bowburn Primary School,8402388,114087,278517.3,278517.3,0,0,27.7
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Bowburn Infant School,8402389,114088,119228.5,119228.5,0,0,11.5
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Ox Close Primary School,8402394,114091,-13836.37,0,-13836.37,0,-1
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Fishburn Primary School,8402399,114095,56006.53,55156.53,0,850,5.8
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Broom Cottages Primary & Nursery School,8402400,114096,40718.89,40718.89,0,0,2.4
